URL,Date,Congress,Title,Congressional Record,Text
also includes funding for the Nonprofit Security Grant Program to 
better protect those nonprofits here in the United States, including 
places of worship, that face elevated risks from hate crimes.
  I have spoken many times on this floor about the imperative of 
providing the people of Ukraine with more desperately needed military 
assistance to protect their sovereignty and to protect their democracy. 
We must not abandon them to Putin's brutal onslaught. The Ukrainian 
people are putting their blood and their lives on the

[[Page S576]]

line to defend their freedom. The least we can do--the least we can 
do--is provide them, together with our allies, with the weapons and 
other support they need to do that.
  It is not only the freedom of Ukraine that is at stake; abandoning 
the people of Ukraine to Putin would destroy our credibility with our 
allies and our adversaries. It would undermine our word with both 
friend and foe not only in Europe but around the world.
  Let there be no doubt that President Xi is keeping one eye on what 
happens in Ukraine as he keeps the other eye trained on Taiwan.
  To my Senate colleagues, you cannot say that you want to deter 
President Xi from attempting the forcible takeover of Taiwan if you are 
prepared to wave the white flag in the face of Putin's aggression. You 
can't say you are tough on China if you are weak on Russia and Putin.
  This bill also provides important security assistance to partners in 
the Indo-Pacific region to protect their sovereignty and support our 
common vision of a free and open Indo-Pacific. As the chair of the 
Senate Foreign Relations Subcommittee on East Asia and the Pacific, I 
have worked hard on a bipartisan basis to advance that goal.
  Today, I want to focus the remainder of my remarks on the provisions 
in the supplemental to provide more U.S. security assistance to Israel.
  The horror of the October 7 Hamas terror attacks against Israel 
cannot, must not, and will not be erased or forgotten. About 1,200 
people were brutally murdered, and 240 people were taken hostage. As I 
have said many times in the aftermath of that heinous attack and those 
kidnappings, Israel not only has the right but the duty to defend 
itself and take the actions necessary to prevent any future October 
7's. Never forget and never again.
  I stand steadfastly with the people of Israel in pursuing that 
objective and securing the release of all the hostages. Given the 
terrible news of the deaths of as many as one-fifth of the remaining 
hostages, the urgency of bringing the rest home could not be more 
clear.
  I also believe that, while it is a just war, a just war must still be 
fought justly. As President Biden, Secretary Blinken, Secretary Austin, 
and many others have repeated, how a war is conducted matters. It 
matters for both moral and strategic reasons.
  As Americans, we remember the collective anguish we experienced after 
the 9/11 terror attacks. We are also acutely aware of the unintended 
consequences of strategic overreach stemming from shared anger and 
pain. These were important lessons--lessons that apply today.
  We all recognize that Hamas's despicable tactic of operating from 
among the civilian population makes it more difficult to target the 
enemy, but that does not absolve the Netanyahu government of the duty 
to take necessary measures to avoid civilian casualties. That is why, 
back on December 2 of last year, Secretary Austin said:

       Protecting Palestinian civilians in Gaza is both a moral 
     responsibility and a strategic one.

  Those sentiments were echoed by Secretary Blinken in December of last 
year when he said that it is ``imperative that Israel put a premium on 
civilian protection.'' The Secretary of State has emphasized that point 
repeatedly since then.
  Nor does the horror of the October 7 attack justify the humanitarian 
catastrophe in Gaza--a catastrophe that began when the Netanyahu 
government imposed a total siege on the people in that very narrow 
strip of land, and that has continued as his coalition places 
unnecessary obstacles in the way of getting vital, desperately needed, 
lifesaving assistance to innocent civilians there.
  Over 2 million Palestinian civilians, who have nothing to do with 
Hamas, are on the verge of starvation and need help to survive. That is 
why Secretary Blinken has emphasized the importance of getting ``more 
humanitarian assistance to people who so desperately need it in Gaza.'' 
The situation is awful, and it is getting worse by the day.
  To those who say that all this aid is being diverted to Hamas, let me 
just say that is factually untrue, and I want to read a statement I 
received not that long ago from Ambassador Satterfield, who is our 
humanitarian coordinator in charge of humanitarian assistance to Gaza.
  His statement reads:

       Today, I have not received any allegations, evidence, or 
     reports of any incidents of Hamas diversion or theft of U.S. 
     or other assistance or fuel from U.N.-delivered assistance 
     from any of our partners or from the Government of Israel 
     since the humanitarian assistance resumed in Gaza on October 
     21st.

  Madam President, I ask unanimous consent that his full statement be 
printed in the Record.
  There being no objection, the material was ordered to be printed in 
the Record, as follows:

                         Satterfield Statement

       To date, I have not received any allegations, evidence or 
     reports of any incidence of Hamas diversion or theft of U.S. 
     or other assistance or fuel from UN delivered assistance from 
     any of our partners or from the Government of Israel since 
     humanitarian assistance resumed in Gaza October 21.
       I have received reports of several incidents of UN and 
     Palestine Red Crescent Society (PRCS) aid trucks being taken 
     for immediate consumption by vulnerable civilians in Gaza, my 
     understanding based on direct conversations with the UN is 
     that these recent incidents are not due to systemic or 
     directed diversion by Hamas but rather undertaken by 
     desperate communities that are experiencing a grave level of 
     scarcity, under threat of constant kinetic operations, and 
     have been displaced, in some cases multiple times.
       While my team and I are routinely in touch with the UN on 
     aid assistance delivery and have asked that they report any 
     indications of Hamas-directed diversion to the U.S., we do 
     not have the same visibility on the distribution of aid 
     consigned from the Egyptian Red Crescent to PRCS for onward 
     delivery in Gaza. We can provide further context in a 
     briefing.
       We continue to have conversations with COGAT and the UN on 
     the looting and diversion risks in Gaza and have asked them 
     to alert us should there be evidence of Hamas-directed 
     diversion of assistance. All humanitarian assistance in Gaza 
     is reviewed, inspected, and monitored by COGAT. Our teams in 
     Israel and Washington, D.C. continue to engage with the 
     Israeli government on this matter.

  Mr. VAN HOLLEN. Unfortunately, the Biden administration's urgent 
pleas have mostly fallen on deaf ears with Netanyahu's coalition. Just 
a few days ago, we saw Secretary Blinken in Jerusalem, meeting with 
Prime Minister Netanyahu, urging that Israel not take military action 
in Rafah.
  What is Rafah? Rafah is a city in Gaza that is right on the Egyptian-
Gaza border. Before the war started, there were about 300,000, 400,000 
people in Rafah. Today, you have about 1.4 million people crammed into 
Rafah because over a million people who have been displaced from other 
parts of Gaza went to Rafah because they were told it was a safe place 
to go.
  Despite what Secretary Blinken said and despite the fact that just 
the other day, John Kirby, the national security spokesman, said that 
the United States would not support a major military operation in 
Rafah--nevertheless, within hours of Secretary Blinken's meeting with 
the Prime Minister, Prime Minister Netanyahu said that they are going 
to go into Rafah. It is just one of many, many examples of where our 
requests have been rebuffed.
  We have made some incremental progress from time to time. For 
example, after many, many requests and urgings, we saw a while back the 
long-delayed reopening of the Kerem Shalom crossing to allow some more 
trucks into Gaza. But the reality is that the number of trucks and the 
amount of aid getting into Gaza is nowhere near what is necessary to 
meet the dire humanitarian situation.
  Here we are 4 months into this war, and over 27,000 Palestinians have 
been killed, over two-thirds of them women and children, and that does 
not include those who are still buried beneath the rubble.
  Wes Bryant, who helped lead the U.S. targeting against ISIS, has 
written about the unacceptably high levels of civilian casualties in 
Gaza.
  Madam President, I ask unanimous consent that his op-ed be printed in 
the Record.
  There being no objection, the material was ordered to be printed in 
the Record, as follows:

 I Led Strike Cells Against ISIS--Israel's Strike Campaign in Gaza Is 
                              Unacceptable

       Nearly three months into Israel's war in Gaza, the casualty 
     data that has emerged is deeply troubling to me as an expert 
     in close air support and targeting.
       Israel was wholly justified in responding to Hamas's 
     inhuman attack on Oct. 7, 2023, in which the terror group 
     tortured and gunned down hundreds of people and entire 
     families.

[[Page S577]]

     But its aggressive campaign across the Gaza Strip has slain 
     almost 22,000 people, up to 70 percent of whom have been 
     women and children, with the majority of deaths attributed to 
     Israeli airstrikes. If these figures are anywhere near 
     accurate, civilian loss from Israel's strike campaign is 
     completely at odds with the standards that my colleagues and 
     I followed for years, including during major urban offensives 
     against ISIS in Iraq and Syria.
       I spent a career as a Joint Terminal Attack Controller 
     (JTAC) in the U.S. Air Force--the airpower experts who 
     coordinate and call in airstrikes. In 2014, I was a key 
     member of the special operations response force sent to 
     Baghdad to establish the strike cells that helped bring down 
     the Islamic State of Iraq and Syria. As a senior targeting 
     professional, certified by the U.S. Central Command to 
     conduct collateral damage estimation and analysis, 
     safeguarding the civilian populace from airstrikes was a core 
     aspect of my job. And while the United States may not be 
     perfect in this realm, the reality is that the Israeli 
     military has demonstrated a far higher tolerance for civilian 
     casualties than the U.S. military, even when compared to our 
     most sensitive operations.
       In early December, the Israel Defense Forces (IDF) stated 
     that, thus far in the course of its campaign in Gaza, 
     approximately two civilians had been killed for every Hamas 
     fighter. IDF spokesperson Jonathan Conricus defended that 
     ratio on CNN, calling it ``tremendously positive'' in light 
     of Hamas embedding itself within the civilian population.
       A modern, first-world military should never view a 2:1 
     civilian-to-combatant death ratio as acceptable, let alone 
     remotely ``positive.''
       This ratio exceeds that of the U.S. operation to destroy 
     ISIS's de facto capital in Raqqa, Syria, which itself became 
     a cautionary tale for civilian harm in dense urban fighting. 
     There, airstrikes by the U.S.-led coalition killed more than 
     1,600 civilians during months of bombardment, according to an 
     Amnesty International report. The U.S. military has argued 
     that Amnesty's civilian death for Raqqa is significantly 
     overestimated and can be considered a worst-case 
     approximation. Even so, given that Raqqa was the last ISIS 
     stronghold in Syria and harbored thousands of ISIS fighters, 
     we can assess a civilian casualty ratio nowhere near that of 
     Israel's campaign in Gaza.
       Yet the civilian casualty rates in Raqqa were still 
     considered unacceptable by U.S. standards and became a 
     significant driver of the Pentagon's civilian harm mitigation 
     and response reforms. The differences between Israeli and 
     American-led air wars goes further.
       Nearly half of the munitions Israel has dropped in Gaza 
     since Oct. 7 have been unguided bombs, and Israel has 
     regularly used bombs weighing as much as 2,000 pounds within 
     densely populated refugee encampments and near besieged 
     hospitals. This is almost unheard of in U.S. airstrike 
     planning.
       First, refugee encampments and hospitals are protected 
     sites within U.S. targeting methodology. Intentionally 
     striking in, or even within close proximity to, these areas 
     is almost never on the table.
       Second, unguided bombs can miss their intended target by 
     dozens of meters. The only time we used them was in areas 
     with little possibility of civilians being present, such as 
     to destroy a weapons cache.
       Further, the size of most bombs we dropped in urban areas 
     rarely exceeded 500 pounds--even then, we most often chose 
     warheads with smaller blasts and less fragmentation that were 
     designed to limit collateral damage.
       And in all but the rarest of strike operations, my 
     authorized threshold for risk of civilian casualties was 
     zero, meaning that strikes would not be approved if there was 
     risk of even one civilian being killed. The IDF continually 
     carries out strikes in locations where high risk of civilian 
     death is well understood.
       The justifications Israeli officials have offered for high 
     civilian casualties include Hamas's use of civilians as 
     involuntary human shields. However, in U.S. strike 
     operations, such excuses are never an option. Regardless of 
     how the enemy is conducting itself--how embedded within the 
     civilian populace they are or how many civilians they are 
     intentionally surrounding themselves with--this never 
     absolves us of the obligation to protect civilians.
       Sadly, many U.S. defense analysts have nearly stepped over 
     one another to legally and morally justify the high rates of 
     civilian casualties in Gaza.
       In an interview on CNN in December, a prominent defense 
     analyst from the U.S. Military Academy irresponsibly insisted 
     that the IDF strike campaign has been ``proportional, very 
     discriminate, very precise.'' I can state, without 
     reservation, that it simply has not shown any of these 
     qualities.
       Just one example of what has, unfortunately, become many in 
     the course of Israel's strike campaign in Gaza includes the 
     IDF's deliberate and continued targeting within densely 
     populated refugee camps, even while knowing that these areas 
     have not been successfully evacuated by civilians. Such 
     strikes demonstrate far from any level of discrimination and 
     precision that I was expected to exercise as a U.S. targeting 
     professional.
       I can recount watching our enemies maneuver in real time, 
     or tracking a terrorist cell for weeks to a specific 
     location, yet not being able to strike because we assessed 
     that civilians were potentially within the strike radius. 
     Although it is frustrating to be constrained from striking an 
     enemy when we see him plainly in our sights--this is the 
     humane way to conduct warfare. It is one of the major 
     qualities that separates us from our enemies and, 
     importantly, it is what the international law of armed 
     conflict was created for.
       Since October, members of the Biden administration--
     including President Biden, Secretary of State Antony Blinken 
     and Secretary of Defense Lloyd Austin--have repeatedly spoken 
     against Israel's strike campaign, acknowledging the 
     devastating scale of civilian loss in Gaza. Yet the 
     administration has, thus far, failed to effect any meaningful 
     change on the part of Israel's strike operations, and 
     continues to send arms and munitions. Israel is the top 
     recipient of U.S. foreign military aid, receiving $3.3 
     billion annually, including the supply of air-to-ground 
     munitions used in their strike campaign.
       This is a conversation that must be had, as our actions 
     demonstrate that we are complicit in the massive civilian 
     toll in Gaza. And this carries strategic, legal and moral 
     considerations. In my career hunting America's enemies with 
     airstrikes, it was my job to be calculated and precise in 
     targeting our enemies while being compassionate and vigilant 
     in safeguarding the civilian populace. We can stand by 
     Israel's right to defend its homeland, and the necessity to 
     defeat Hamas, while also doing far more to influence change 
     in its targeting and strike operations in Gaza.
       A call for the humanitarian revision of the military 
     actions of Israel is no more antisemitic than valuing 
     Palestinian civilian lives is pro-Hamas. This overriding 
     rhetoric is the definition of logical fallacy, and only 
     blinds us.

  Mr. VAN HOLLEN. It is not only the extremely high civilian death 
toll; it is the over 67,000 wounded, the over 1.7 million displaced. It 
is the huge damage to civilian infrastructure, including hospitals, 
schools, mosques, and churches. It is the toll from humanitarian aid 
workers killed and journalists killed. The level of death and 
destruction in Gaza is simply inhumane.
  For just one small but still powerful example, I urge my colleagues 
to read the Washington Post story from last Friday--a week ago--about a 
6-year old girl, Hind Hamada, who is trying to get to safety in a car 
with her aunt, her uncle, and her five young cousins. The car was hit 
by tank fire, and all of those who were in the car with Hind died. She 
was severely injured. She got on a phone to try to call for help, and 
there are recordings of her calls for help as her family members lay 
dead around her in the car. The last recording on the phone call she 
made to paramedics who were unable to reach her were:

       Come and take me.

  She was killed.
  Madam President, I ask unanimous consent that this article be printed 
in the Record.
  There being no objection, the material was ordered to be printed in 
the Record, as follows:

 A 6-Year-Old in Gaza City was Calling To Be Rescued. Did Anyone Find 
                                  Her?

       The Hamada family was trying to get to safety. An order 
     from the Israeli military had gone out earlier last Monday, 
     ordering them to evacuate their neighborhood in Gaza City. 
     Bashar, 44, and his wife Anam, 43, piled their children and 
     their young niece, Hind, into the car.
       They would never reach their destination.
       The full picture of the tragedy that befell the family 
     remains incomplete. Some details could not be confirmed. What 
     is beyond dispute is that their car came under fire; the 
     parents and most of the children were killed; a 6-year-old 
     girl begged for hours to be rescued; paramedics were 
     dispatched; then communications were lost.
       The Washington Post reconstructed the events of that day by 
     interviewing three family members, five members of the 
     Palestine Red Crescent Society (PRCS) and reviewing audio of 
     phone conversations between dispatchers and children in the 
     car. The family's story is emblematic of the ongoing dangers 
     faced by civilians in northern Gaza--even as Israel says it 
     is winding down its military mission there--and the depth of 
     their isolation from the outside world.
       Asked for comment multiple times, the Israel Defense Forces 
     said, ``We are unfamiliar with the incident described.'' The 
     Post provided specific coordinates and additional details to 
     the IDF on Tuesday morning and has not received a reply.
       In the operations room of the PRCS in Ramallah, the 
     landline was ringing. It was 2:28 p.m. Omar al-Qam, the lone 
     dispatcher on duty that day, picked up.
       From 2,000 miles away, in Frankfurt, Germany came the 
     steady voice of Mohammed Salem Hamada: ``My family members 
     are trapped in Gaza City,'' he told Omar. ``They were driving 
     a black Kia Picanto and the car was targeted. Some of the 
     people were killed inside.''
       Mohammed gave Omar the phone number for his 15-year-old 
     niece, Layan, who had

[[Page S578]]

     called her uncle in southern Gaza to sound the alarm. The 
     uncle, struggling with patchy cell service, called his cousin 
     in Germany, hoping he could find help.
       The uncle relayed what Layan had told him: The Israeli army 
     had opened fire on the family's car. Her parents and all four 
     of her siblings were dead--Sana, 13, Raghad, 12, Mohammed, 11 
     and 4-year-old Sarah.
       Layan told her uncle she was bleeding. And that her cousin 
     Hind, 6, was the only other survivor.
       Omar, in Ramallah, called Layan. She sounded terrified.
       ``They are firing at us,'' she screamed into the phone. 
     ``The tank is next to me.''
       ``Are you hiding?'' he asked.
       Then came a burst of fire. Layan screamed. The line went 
     dead.
       In shock, Omar said he went to find his colleague, Rana 
     Faqih, in another room. He was trembling, she recalled.
       Rana said she walked him back to his chair in the dispatch 
     room and stood next to him as he dialed again.
       It was Hind who answered this time.
       ``Are you in the car now?'' he asked her.
       ``Yes,'' came the small voice on the other end.
       Rana took the phone, telling the 6-year-old she would stay 
     on the phone until help arrived. Hind's voice was so quiet, 
     it was impossible to make out her reply.
       ``Who are you with?'' Rana asked.
       ``With my family,'' Hind told her.
       Rana asked if she had tried to wake up her family. Hind 
     responded: ``I'm telling you they're dead.''
       Rana asked her how the car had been hit.
       ``A tank,'' Hind said. ``The tank is next to me . . . it's 
     coming towards me . . . it's very, very close.'' Rana's voice 
     was strong and clear and reassuring. Hind's was faint and 
     shaky. Rana urged her to keep talking. They prayed together. 
     Rana read to her from the Quran.
       Don't cry, she told the little girl, though Rana was also 
     fighting back tears.
       ``Don't be scared,'' she told Hind. ``They're not going to 
     hurt you . . . . Don't leave the car.''
       Minutes passed. Hind appeared to drop the phone. The 
     silences were longer now.
       ``If I could get you out I would,'' Rana said. ``We're 
     trying our very best.''
       Rana was crying now, but tried to keep her voice steady.
       ``Please come get me,'' Hind said. Again and again: ``Come 
     get me.''
       There was a distant rumble of fire in the background.
       ``Come get me,'' Hind repeated.
       Rana, 37, has been working in Crisis and Disaster 
     Management with PRCS since 2009. She had faced situations 
     like this before, she said, but never with a girl so young.
       Her colleagues had located the car in a neighborhood near 
     Al-Azhar University. Getting an ambulance there, inside a 
     closed military zone, would require permission from the IDF. 
     It was a process that involved multiple agencies, 
     communicating on unreliable phone lines. The dispatchers knew 
     it could take hours.
       ``We have received hundreds of calls from people who are 
     trapped,'' said Nebal Farsakh, a spokesperson for PRCS. 
     ``People just want help evacuating. Unfortunately we do not 
     have safe access.''
       Operators told The Post they reached out around 3 p.m. to 
     the Palestinian Ministry of Health in Ramallah, which 
     coordinates the safe passage of paramedics with COGAT--an arm 
     of the Israeli Defense Ministry. Fathi Abu Warda, an adviser 
     at the Palestinian Ministry of Health, confirmed receiving a 
     green light from COGAT to send an ambulance to the area. 
     COGAT did not respond to questions from The Post, referring 
     them to the IDF.
       The operators said they tried to stay focused on Hind. 
     Nisreen Qawwas, 56, the head of PRCS's mental health 
     department, took the lead.
       ``She practiced deep breathing exercises with us, and I 
     told her we would be with her, second by second,'' Nisreen 
     recalled.
       But Hind began to grow distant, Nisreen said, and hung up 
     multiple times, growing frustrated that no one had come for 
     her.
       Eventually, operators said they reached Hind's mother, who 
     was sheltering elsewhere in Gaza City, and patched her into 
     the call.
       ``Her mother's voice made a real difference,'' Nisreen 
     said. ``Every moment she said to her mother, `I miss you 
     momma.' ''
       Her mother told her, `You will be with me in a little while 
     and I will hug you,' '' Nisreen remembered.
       The Post was not able to reach Hind's mother in Gaza City, 
     where there is limited connectivity.
       At 5:40 p.m.--three hours after the phone had first rung in 
     Ramallah--the dispatchers said they got a call back from the 
     Palestinian Ministry of Health. The ministry told them they 
     had received permission to send paramedics to Hind. Israeli 
     authorities had provided a map for them to follow. PRCS 
     dispatched the nearest ambulance, 1.8 miles away, to the 
     scene with two paramedics.
       Nisreen said she tried to keep Hind engaged. They talked 
     about the sea and the sun and her favorite chocolate cake.
       But everyone could tell the little girl was fading. She 
     said her hand was bleeding, that there was blood on her body. 
     It was dark now. She was hungry, thirsty and cold, she told 
     her mother.
       Dispatchers said the paramedics radioed in as they neared 
     the vehicle. The team in Ramallah encouraged them to move 
     forward, slowly, Nisreen said.
       At that moment, dispatchers said, there was ``heavy 
     gunfire.'' The line with Hind was lost. Hind's last sentence, 
     Omar said, was ``Come and take me.''
       That was at 7 p.m. last Monday, a full week ago. There has 
     been no word from Hind or the ambulance crew since.

  Mr. VAN HOLLEN. On the humanitarian front, millions of Palestinian 
civilians are desperately trying to cling to life as we speak here. I 
have met with the leaders of international humanitarian organizations 
who have operated in conflict zones around the world for decades and 
for decades. Every one of them--every one--has stated that their 
organizations have never--never--experienced a humanitarian disaster as 
dire and terrible as the world is witnessing in Gaza.
  That is why 5 weeks ago, Senator Merkley and I traveled to the Rafah 
border crossing between Egypt and Gaza to see for ourselves what was 
happening, to talk to people on the ground.
  What we saw and learned indicated that Palestinians--Palestinian 
civilians--are on the verge of starvation; that injured children are 
having their limbs amputated without anesthesia; that sewage continues 
to spill into the streets and contaminate the water supplies; and 
health officials are warning of the imminent outbreak of cholera and 
other diseases. Diseases like dysentery are already rampant, especially 
in kids.
  That is why last week, 25 U.S. Senators wrote to President Biden 
urging the administration to do more to push the Netanyahu coalition to 
allow more desperately needed assistance to reach innocent civilians in 
Gaza. We outlined five specific measures that need to be taken 
immediately.
  That was not the first time many of us wrote to President Biden to 
express our concerns about the conduct of the war in Gaza. We wrote to 
the President over 3 months ago, posing a series of questions, 
including what mechanisms are in place to ensure that U.S.-provided 
equipment is used in accordance with international humanitarian law? We 
did that because the United States is not a bystander in this conflict.
  Israel is the largest annual recipient of U.S. security assistance, 
totaling more than $39 billion over the last 10 years alone. And right 
now, bombs and artillery made in America and paid for by Americans are 
being used in Gaza. So the U.S. Government and the U.S. Senate has an 
obligation to the American people to ensure that their tax dollars, our 
tax dollars, are used in the manner that aligns with our values and 
aligns with our interests.
  That is why 19 Senators filed an amendment to the National Security 
Act, the supplemental national security provision that is before the 
Senate now and soon will be considered. That is why we filed an 
amendment to ensure that all recipients of U.S. military assistance in 
that bill--whether Ukraine, whether Israel, or whether it is one of our 
East Asian partners--use these U.S. taxpayer dollars in line with our 
values and our interests.
  Our amendment is designed to create an accountability structure to 
ensure that countries that receive U.S. security assistance promise to 
adhere to humanitarian law and other applicable law.
  It is designed to ensure that recipients of U.S. assistance promise 
to help facilitate and not arbitrarily restrict the delivery of U.S.-
supported humanitarian assistance in conflict zones.
  And our amendment included a provision to maintain accountability by 
requiring reporting be presented and provided to the Congress on 
whether or not the recipients of U.S. military assistance were, in 
fact, complying with those commitments on international law and 
allowing humanitarian aid to flow to conflict zones.
  Importantly, the reporting requirements in our amendment also require 
information and an assessment about whether recipient countries--
countries receiving U.S. military aid--are employing best practices to 
prevent civilian harm.
  That is what our amendment does. We filed that amendment to this bill 
just a few days ago. In the meantime, since we first proposed this 
amendment in December, we have remained in regular communication with 
the Biden administration.

[[Page S579]]

  I want to thank all of my colleagues who cosponsored this amendment, 
including the original cosponsors--Senator Kaine, Senator Durbin, and 
Senator Schatz--but also the 15 other colleagues, including the 
Presiding Officer who joined together in this effort to call for an 
amendment that made sure that we better align our military assistance 
with our values.
  Our amendment applied these requirements to every country receiving 
military assistance in the supplemental national security bill, but our 
intention all along has been to expand this worldwide, to make sure 
that as the United States uses taxpayer dollars to provide security 
assistance to countries around the world, that we can tell those 
taxpayers that their money is being used and the military equipment 
purchased with their money is being used in a manner consistent with 
our values.
  We began that conversation with the President's team at the White 
House. We had a chance to talk with them about our goals and the 
purposes of the amendment.
  At the time we introduced this amendment, we said our goal is to get 
these provisions implemented, whether through amendment or through 
other means.
  I want to salute the President of the United States--President 
Biden--because just last night, at 8:30 p.m., the President issued a 
historic national security memorandum, National Security Memorandum No. 
20.
  Madam President, I ask unanimous consent to have that printed in the 
Record.

  National Security Memorandum on Safeguards and Accountability With 
      Respect to Transferred Defense Articles and Defense Services

       As outlined in National Security Memorandum 18 of February 
     23, 2023 (United States Conventional Arms Transfer Policy) 
     (NSM-18), supporting foreign partners of the United States 
     through appropriate transfers of defense articles by the 
     Department of State and the Department of Defense is a 
     critical tool for advancing United States foreign policy and 
     national security objectives, including to:
       (a) strengthen the collective security of the United States 
     and its allies and partners by enhancing interoperability and 
     supporting United States-led diplomacy in building and 
     maintaining international coalitions;
       (b) promote international peace and stability, and help 
     allies and partners deter and defend themselves against 
     aggression and foreign malign influence;
       (c) strengthen United States national security by 
     reinforcing respect for human rights, international 
     humanitarian law, democratic governance, and the rule of law;
       (d) prevent arms transfers that risk facilitating or 
     otherwise contributing to violations of human rights or 
     international humanitarian law; and
       (e) strengthen ally and partner capacity to respect their 
     obligations under international law and reduce the risk of 
     civilian harm, including through appropriate tools, training, 
     advising, and institutional capacity-building efforts that 
     accompany arms transfers. Equally critical is ensuring that 
     adequate safeguards and accountability exist with respect to 
     transferred defense articles and defense services. Under the 
     Arms Export Control Act (22 U.S.C. 2751, et seq.), both the 
     Department of State and the Department of Defense implement 
     end-use monitoring programs.
       In addition, as a matter of policy, the United States 
     always seeks to promote adherence to international law and 
     encourages other states and partners to do the same. United 
     States policy, including as reflected in Executive Order 
     13732 of July 1, 2016 (United States Policy on Pre- and Post-
     Strike Measures to Address Civilian Casualties in U.S. 
     Operations Involving the Use of Force), is for executive 
     departments and agencies to engage with foreign partners to 
     share and learn best practices for reducing the likelihood of 
     and responding to civilian casualties, including through 
     appropriate training and assistance. In order to effectively 
     implement certain obligations under United States law, the 
     United States must maintain an appropriate understanding of 
     foreign partners' adherence to international law, including, 
     as applicable, international human rights law and 
     international humanitarian law. As a matter of international 
     law, the United States looks to the law of state 
     responsibility and United States partners' compliance with 
     international humanitarian law in assessing the lawfulness of 
     United States military assistance to, and joint operations 
     with, military partners.
       For these reasons, I am issuing this memorandum, which 
     requires the Secretary of State to obtain certain credible 
     and reliable written assurances from foreign governments 
     receiving defense articles and, as appropriate, defense 
     services, from the Departments of State and Defense, and 
     requires the Secretaries of State and Defense to provide 
     periodic congressional reports to enable meaningful 
     oversight. In addition to the requirements of this 
     memorandum, the Secretaries of State and Defense are 
     responsible for ensuring that all transfers of defense 
     articles and defense services by the Departments of State and 
     Defense under any security cooperation or security assistance 
     authorities are conducted in a manner consistent with all 
     applicable international and domestic law and policy, 
     including international humanitarian law and international 
     human rights law, the applicable ``Leahy Law'' (22 U.S.C. 
     2378d, 10 U.S.C. 362), and NSM-18.
       Section 1. Policy. (a) Except as provided below, the policy 
     outlined in this memorandum applies prospectively to the 
     provision to foreign governments by the Departments of State 
     or Defense of any defense articles funded with congressional 
     appropriations under their respective security assistance and 
     security cooperation authorities, including with Foreign 
     Military Financing and Ukraine Security Assistance Initiative 
     funds, pursuant to 10 U.S.C. 333, and pursuant to 
     Presidential drawdown authority under section 506 of the 
     Foreign Assistance Act of 1961 (22 U.S.C. 2318). Prior to the 
     Departments of State or Defense providing such defense 
     articles to the recipient country and, as applicable, 
     consistent with the timelines set out in subsection (c) of 
     this section, the Secretary of State shall:
       (i) obtain credible and reliable written assurances from a 
     representative of the recipient country as the Secretary of 
     State deems appropriate that the recipient country will use 
     any such defense articles in accordance with international 
     humanitarian law and, as applicable, other international law; 
     and
       (ii) in furtherance of supporting section 6201 of the 
     Foreign Assistance Act of 1961 (22 U.S.C. 2378-1) and 
     applicable international law, obtain credible and reliable 
     written assurances from a representative of the recipient 
     country as the Secretary of State deems appropriate that, in 
     any area of armed conflict where the recipient country uses 
     such defense articles, consistent with applicable 
     international law, the recipient country will facilitate and 
     not arbitrarily deny, restrict, or otherwise impede, directly 
     or indirectly, the transport or delivery of United States 
     humanitarian assistance and United States Government-
     supported international efforts to provide humanitarian 
     assistance.
       The assurances described in this subsection shall be 
     enforceable consistent with subsection (b) of this section.
       (b) Upon an assessment by the Secretary of State or the 
     Secretary of Defense that the credibility or reliability of 
     assurances provided by the recipient country as required by 
     subsection (a) of this section has been called into question 
     and should be revisited, the Secretary of State or the 
     Secretary of Defense, as appropriate, shall report to the 
     President, through the Assistant to the President for 
     National Security Affairs, within 45 days of such 
     assessment and shall indicate appropriate next steps to be 
     taken to assess and remediate the situation. Such 
     remediation could include actions from refreshing the 
     assurances to suspending any further transfers of defense 
     articles or, as appropriate, defense services.
       (c) Recognizing that a reasonable period of time is 
     necessary to obtain the assurances required by subsection (a) 
     of this section from foreign governments already receiving 
     such defense articles from the Departments of State or 
     Defense as of the date of this memorandum, the Secretary of 
     State shall obtain the required assurances from those 
     countries within the following time periods:
       (i) For any country to which subsection (a) of this section 
     applies and that is deemed by the Secretary of State to be 
     engaged, as of the date of this memorandum, in an active 
     armed conflict in which defense articles covered by this 
     section are used, the Secretary of State shall obtain the 
     assurances outlined in subsection (a) of this section not 
     later than 45 days after the date of this memorandum and 
     shall provide an update to the President, through the 
     Assistant to the President for National Security Affairs, 
     regarding the recipient countries that have provided such 
     assurances. If the Secretary of State does not obtain such 
     assurances within 45 days of the date of this memorandum, the 
     transfer of defense articles and, as applicable, defense 
     services, shall be paused until the required assurances are 
     obtained.
       (ii) For any country to which subsection (a) of this 
     section applies and that is not deemed by the Secretary of 
     State to be engaged, as of the date of this memorandum, in an 
     active armed conflict in which defense articles covered by 
     this section are used, the Secretary of State shall obtain 
     the assurances outlined in subsection (a) of this section not 
     later than 180 days after the date of this memorandum and 
     shall provide an update to the President, through the 
     Assistant to the President for National Security Affairs, 
     regarding the recipient countries that have provided such 
     assurances. If the Secretary of State does not obtain such 
     assurances within 180 days of the date of this memorandum, 
